zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2
11484848,11521595,15237,2021/10/1,246062.2667,19.0,"Single Family Residence, Residential",1950,3,4,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,325000.0,15237,2021/10/1,267536.4615,14.84615385,"Single Family Residence, Residential",1958,2,3,1.02,Acres,"Forced Air, Natural Gas",Central Air,unknown,270000.0
11521734,11590048,15237,2021/10/1,307369.7987,20.63087248,"Single Family Residence, Residential",1968,3,4,7840.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,320900.0,15237,2021/10/1,273191.2727,19.09090909,"Single Family Residence, Residential",1938,2,3,0.33,Acres,"Forced Air, Natural Gas",Window A/C,unknown,222000.0
11590048,11618413,15237,2021/10/1,273191.2727,19.09090909,"Single Family Residence, Residential",1938,2,3,0.33,Acres,"Forced Air, Natural Gas",Window A/C,unknown,222000.0,15237,2021/10/1,295101.6949,10.10169492,"Single Family Residence, Residential",1955,2,3,9805.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,295000.0
11442092,121887344,15237,2021/11/1,410359.322,12.30508475,"Single Family Residence, Residential",1973,3,3,0.59,Acres,"Forced Air, Natural Gas",Central Air,unknown,385000.0,15237,2021/11/1,446073.913,11.73913043,"Single Family Residence, Residential",2013,4,4,10084.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,482000.0
11481786,11483960,15237,2021/11/1,271286.3946,26.80272109,"Single Family Residence, Residential",1950,2,4,0.25,Acres,"Heat Pump, Electric","Central Air, Electric",unknown,305000.0,15237,2021/11/1,250525.4237,15.69491525,"Single Family Residence, Residential",1950,3,3,0.49,Acres,Forced Air,Electric,unknown,240000.0
11481786,11522099,15237,2021/11/1,271286.3946,26.80272109,"Single Family Residence, Residential",1950,2,4,0.25,Acres,"Heat Pump, Electric","Central Air, Electric",unknown,305000.0,15237,2021/11/1,239727.5862,15.24137931,"Single Family Residence, Residential",1953,2,3,0.68,Acres,"Forced Air, Natural Gas",Central Air,unknown,229800.0
11481786,11523250,15237,2021/11/1,271286.3946,26.80272109,"Single Family Residence, Residential",1950,2,4,0.25,Acres,"Heat Pump, Electric","Central Air, Electric",unknown,305000.0,15237,2021/11/1,235275.8389,16.53020134,"Townhouse, Residential",1981,3,2,771.01,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11481786,11558782,15237,2021/11/1,271286.3946,26.80272109,"Single Family Residence, Residential",1950,2,4,0.25,Acres,"Heat Pump, Electric","Central Air, Electric",unknown,305000.0,15237,2021/11/1,311145.4545,11.78787879,"Single Family Residence, Residential",1999,2,4,10018.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,390000.0
11483960,11484038,15237,2021/11/1,250525.4237,15.69491525,"Single Family Residence, Residential",1950,3,3,0.49,Acres,Forced Air,Electric,unknown,240000.0,15237,2021/11/1,265830.6122,18.08163265,"Single Family Residence, Residential",1958,2,3,4743.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,290000.0
11483960,11523250,15237,2021/11/1,250525.4237,15.69491525,"Single Family Residence, Residential",1950,3,3,0.49,Acres,Forced Air,Electric,unknown,240000.0,15237,2021/11/1,235275.8389,16.53020134,"Townhouse, Residential",1981,3,2,771.01,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11484038,11523250,15237,2021/11/1,265830.6122,18.08163265,"Single Family Residence, Residential",1958,2,3,4743.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,290000.0,15237,2021/11/1,235275.8389,16.53020134,"Townhouse, Residential",1981,3,2,771.01,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11484159,11523250,15237,2021/11/1,192185.7143,25.42857143,"Single Family Residence, Residential",1950,2,4,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,150000.0,15237,2021/11/1,235275.8389,16.53020134,"Townhouse, Residential",1981,3,2,771.01,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11485333,11523250,15237,2021/11/1,264746.9388,23.7755102,"Single Family Residence, Residential",1958,3,4,10519.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,260000.0,15237,2021/11/1,235275.8389,16.53020134,"Townhouse, Residential",1981,3,2,771.01,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11485333,11558782,15237,2021/11/1,264746.9388,23.7755102,"Single Family Residence, Residential",1958,3,4,10519.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,260000.0,15237,2021/11/1,311145.4545,11.78787879,"Single Family Residence, Residential",1999,2,4,10018.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,390000.0
11522099,11523250,15237,2021/11/1,239727.5862,15.24137931,"Single Family Residence, Residential",1953,2,3,0.68,Acres,"Forced Air, Natural Gas",Central Air,unknown,229800.0,15237,2021/11/1,235275.8389,16.53020134,"Townhouse, Residential",1981,3,2,771.01,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11523250,11590921,15237,2021/11/1,235275.8389,16.53020134,"Townhouse, Residential",1981,3,2,771.01,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0,15237,2021/11/1,265083.0508,10.91525424,"Single Family Residence, Residential",1952,1,3,0.29,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,265000.0
11557491,11559368,15237,2021/11/1,349473.6842,10.0,"Single Family Residence, Residential",1978,2,3,0.29,Acres,"Forced Air, Electric","Central Air, Electric",unknown,340000.0,15237,2021/11/1,384115.1515,14.0530303,"Single Family Residence, Residential",1966,3,4,0.3,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,415110.0
11558782,11643605,15237,2021/11/1,311145.4545,11.78787879,"Single Family Residence, Residential",1999,2,4,10018.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,390000.0,15237,2021/11/1,323659.322,13.25423729,"Single Family Residence, Residential",1937,2,3,1.0,Acres,"Forced Air, Natural Gas",Central Air,unknown,310000.0
11442163,11590145,15237,2021/12/1,281481.5068,25.2260274,"Single Family Residence, Residential",1955,3,4,0.41,Acres,"Forced Air, Natural Gas",Central Air,unknown,298000.0,15237,2021/12/1,233279.661,22.0,"Single Family Residence, Residential",1922,1,2,0.49,Acres,Natural Gas,Central Air,unknown,239500.0
11442163,11590536,15237,2021/12/1,281481.5068,25.2260274,"Single Family Residence, Residential",1955,3,4,0.41,Acres,"Forced Air, Natural Gas",Central Air,unknown,298000.0,15237,2021/12/1,253198.5075,15.91044776,"Single Family Residence, Residential",1963,3,3,0.28,Acres,Natural Gas,"Central Air, Electric",unknown,228000.0
11442270,164712561,15237,2021/12/1,485184.2466,19.34931507,"Single Family Residence, Residential",1940,4,3,1.38,Acres,"Forced Air, Natural Gas",Central Air,unknown,449900.0,15237,2021/12/1,547406.6667,11.02222222,"Single Family Residence, Residential",2018,3,4,0.25,Acres,"Forced Air, Natural Gas",Central Air,unknown,560000.0
11442506,11483956,15237,2021/12/1,277461.0169,20.6779661,"Single Family Residence, Residential",1954,2,3,0.46,Acres,"Hot Water, Natural Gas",Wall Unit(s),unknown,240000.0,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0
11442506,11590488,15237,2021/12/1,277461.0169,20.6779661,"Single Family Residence, Residential",1954,2,3,0.46,Acres,"Hot Water, Natural Gas",Wall Unit(s),unknown,240000.0,15237,2021/12/1,291329.8507,13.89552239,"Single Family Residence, Residential",1959,2,4,10541.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,305000.0
11442506,11617460,15237,2021/12/1,277461.0169,20.6779661,"Single Family Residence, Residential",1954,2,3,0.46,Acres,"Hot Water, Natural Gas",Wall Unit(s),unknown,240000.0,15237,2021/12/1,315159.2593,17.98518519,"Single Family Residence, Residential",1955,3,4,0.56,Acres,Natural Gas,Central Air,unknown,290017.0
11442506,11617869,15237,2021/12/1,277461.0169,20.6779661,"Single Family Residence, Residential",1954,2,3,0.46,Acres,"Hot Water, Natural Gas",Wall Unit(s),unknown,240000.0,15237,2021/12/1,298148.8889,16.96296296,"Single Family Residence, Residential",1973,2,4,7875.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,335000.0
11482114,11617869,15237,2021/12/1,281516.2963,14.84444444,"Single Family Residence, Residential",1965,2,4,0.5,Acres,"Forced Air, Natural Gas",Central Air,unknown,259000.0,15237,2021/12/1,298148.8889,16.96296296,"Single Family Residence, Residential",1973,2,4,7875.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,335000.0
11483956,11558690,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0,15237,2021/12/1,238593.3333,12.26666667,"Single Family Residence, Residential",1951,1,3,0.34,Acres,Natural Gas,Central Air,unknown,233000.0
11483956,11590145,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0,15237,2021/12/1,233279.661,22.0,"Single Family Residence, Residential",1922,1,2,0.49,Acres,Natural Gas,Central Air,unknown,239500.0
11483956,11590536,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0,15237,2021/12/1,253198.5075,15.91044776,"Single Family Residence, Residential",1963,3,3,0.28,Acres,Natural Gas,"Central Air, Electric",unknown,228000.0
11483956,11617439,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0,15237,2021/12/1,245384.2857,13.38095238,"Single Family Residence, Residential",1949,2,3,0.47,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,214900.0
11483956,11617725,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0,15237,2021/12/1,253620.0,15.86666667,"Single Family Residence, Residential",1949,2,3,10402.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,230000.0
11483956,11617921,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0,15237,2021/12/1,230200.0,20.66666667,"Single Family Residence, Residential",1954,2,3,10184.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,228000.0
11483956,11618071,15237,2021/12/1,276639.4558,19.11564626,"Single Family Residence, Residential",1950,3,3,0.28,Acres,"Forced Air, Natural Gas",Electric,unknown,299900.0,15237,2021/12/1,283229.6296,15.77777778,"Single Family Residence, Residential",1947,2,3,0.34,Acres,Natural Gas,Central Air,unknown,232500.0
11522821,11522876,15237,2021/12/1,227389.6552,27.03448276,"Single Family Residence, Residential",1926,2,3,0.36,Acres,"Forced Air, Natural Gas",Central Air,unknown,254900.0,15237,2021/12/1,205203.3557,20.4295302,"Townhouse, Residential",1976,3,3,627.26,sqft,"Forced Air, Natural Gas",Central Air,unknown,197000.0
11522821,11558835,15237,2021/12/1,227389.6552,27.03448276,"Single Family Residence, Residential",1926,2,3,0.36,Acres,"Forced Air, Natural Gas",Central Air,unknown,254900.0,15237,2021/12/1,204333.3333,12.0,"Single Family Residence, Residential",1950,1,2,9520.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,201900.0
11522821,11617144,15237,2021/12/1,227389.6552,27.03448276,"Single Family Residence, Residential",1926,2,3,0.36,Acres,"Forced Air, Natural Gas",Central Air,unknown,254900.0,15237,2021/12/1,199360.7407,13.96296296,"Townhouse, Residential",1989,2,3,7853.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,175000.0
11522821,11617337,15237,2021/12/1,227389.6552,27.03448276,"Single Family Residence, Residential",1926,2,3,0.36,Acres,"Forced Air, Natural Gas",Central Air,unknown,254900.0,15237,2021/12/1,192415.2542,12.10169492,"Townhouse, Residential",1973,2,3,7884.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,191000.0
11522821,11618500,15237,2021/12/1,227389.6552,27.03448276,"Single Family Residence, Residential",1926,2,3,0.36,Acres,"Forced Air, Natural Gas",Central Air,unknown,254900.0,15237,2021/12/1,194340.5594,24.22377622,"Single Family Residence, Residential",1954,2,2,10875.0,sqft,Natural Gas,Central Air,unknown,180000.0
11522876,11558463,15237,2021/12/1,205203.3557,20.4295302,"Townhouse, Residential",1976,3,3,627.26,sqft,"Forced Air, Natural Gas",Central Air,unknown,197000.0,15237,2021/12/1,234161.3636,27.97727273,"Single Family Residence, Residential",1939,2,3,0.65,Acres,Natural Gas,Central Air,unknown,268000.0
11522876,11590145,15237,2021/12/1,205203.3557,20.4295302,"Townhouse, Residential",1976,3,3,627.26,sqft,"Forced Air, Natural Gas",Central Air,unknown,197000.0,15237,2021/12/1,233279.661,22.0,"Single Family Residence, Residential",1922,1,2,0.49,Acres,Natural Gas,Central Air,unknown,239500.0
11557486,11617460,15237,2021/12/1,359848.1203,11.17293233,"Single Family Residence, Residential",1978,3,4,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,357000.0,15237,2021/12/1,315159.2593,17.98518519,"Single Family Residence, Residential",1955,3,4,0.56,Acres,Natural Gas,Central Air,unknown,290017.0
11558035,11617439,15237,2021/12/1,290988.1356,26.0,SingleFamily,1950,3,3,0.78,Acres,Other,Central,unknown,270000.0,15237,2021/12/1,245384.2857,13.38095238,"Single Family Residence, Residential",1949,2,3,0.47,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,214900.0
11558035,11617869,15237,2021/12/1,290988.1356,26.0,SingleFamily,1950,3,3,0.78,Acres,Other,Central,unknown,270000.0,15237,2021/12/1,298148.8889,16.96296296,"Single Family Residence, Residential",1973,2,4,7875.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,335000.0
11558035,11618514,15237,2021/12/1,290988.1356,26.0,SingleFamily,1950,3,3,0.78,Acres,Other,Central,unknown,270000.0,15237,2021/12/1,350459.2593,13.25925926,"Single Family Residence, Residential",1957,3,4,0.56,Acres,Natural Gas,Central Air,unknown,354000.0
11558463,11558835,15237,2021/12/1,234161.3636,27.97727273,"Single Family Residence, Residential",1939,2,3,0.65,Acres,Natural Gas,Central Air,unknown,268000.0,15237,2021/12/1,204333.3333,12.0,"Single Family Residence, Residential",1950,1,2,9520.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,201900.0
11558463,11617144,15237,2021/12/1,234161.3636,27.97727273,"Single Family Residence, Residential",1939,2,3,0.65,Acres,Natural Gas,Central Air,unknown,268000.0,15237,2021/12/1,199360.7407,13.96296296,"Townhouse, Residential",1989,2,3,7853.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,175000.0
11558463,11617337,15237,2021/12/1,234161.3636,27.97727273,"Single Family Residence, Residential",1939,2,3,0.65,Acres,Natural Gas,Central Air,unknown,268000.0,15237,2021/12/1,192415.2542,12.10169492,"Townhouse, Residential",1973,2,3,7884.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,191000.0
11558463,11617439,15237,2021/12/1,234161.3636,27.97727273,"Single Family Residence, Residential",1939,2,3,0.65,Acres,Natural Gas,Central Air,unknown,268000.0,15237,2021/12/1,245384.2857,13.38095238,"Single Family Residence, Residential",1949,2,3,0.47,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,214900.0
11558463,11618500,15237,2021/12/1,234161.3636,27.97727273,"Single Family Residence, Residential",1939,2,3,0.65,Acres,Natural Gas,Central Air,unknown,268000.0,15237,2021/12/1,194340.5594,24.22377622,"Single Family Residence, Residential",1954,2,2,10875.0,sqft,Natural Gas,Central Air,unknown,180000.0
11589268,11617439,15237,2021/12/1,262382.0896,17.71641791,"Single Family Residence, Residential",1978,3,3,0.29,Acres,"Forced Air, Natural Gas","Attic Fan, Central Air",unknown,278000.0,15237,2021/12/1,245384.2857,13.38095238,"Single Family Residence, Residential",1949,2,3,0.47,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,214900.0
11589268,11617869,15237,2021/12/1,262382.0896,17.71641791,"Single Family Residence, Residential",1978,3,3,0.29,Acres,"Forced Air, Natural Gas","Attic Fan, Central Air",unknown,278000.0,15237,2021/12/1,298148.8889,16.96296296,"Single Family Residence, Residential",1973,2,4,7875.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,335000.0
11590145,11617144,15237,2021/12/1,233279.661,22.0,"Single Family Residence, Residential",1922,1,2,0.49,Acres,Natural Gas,Central Air,unknown,239500.0,15237,2021/12/1,199360.7407,13.96296296,"Townhouse, Residential",1989,2,3,7853.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,175000.0
11590145,11618500,15237,2021/12/1,233279.661,22.0,"Single Family Residence, Residential",1922,1,2,0.49,Acres,Natural Gas,Central Air,unknown,239500.0,15237,2021/12/1,194340.5594,24.22377622,"Single Family Residence, Residential",1954,2,2,10875.0,sqft,Natural Gas,Central Air,unknown,180000.0
11590488,11590536,15237,2021/12/1,291329.8507,13.89552239,"Single Family Residence, Residential",1959,2,4,10541.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,305000.0,15237,2021/12/1,253198.5075,15.91044776,"Single Family Residence, Residential",1963,3,3,0.28,Acres,Natural Gas,"Central Air, Electric",unknown,228000.0
11590488,11618071,15237,2021/12/1,291329.8507,13.89552239,"Single Family Residence, Residential",1959,2,4,10541.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,305000.0,15237,2021/12/1,283229.6296,15.77777778,"Single Family Residence, Residential",1947,2,3,0.34,Acres,Natural Gas,Central Air,unknown,232500.0
11590536,11617869,15237,2021/12/1,253198.5075,15.91044776,"Single Family Residence, Residential",1963,3,3,0.28,Acres,Natural Gas,"Central Air, Electric",unknown,228000.0,15237,2021/12/1,298148.8889,16.96296296,"Single Family Residence, Residential",1973,2,4,7875.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,335000.0
11617144,11617921,15237,2021/12/1,199360.7407,13.96296296,"Townhouse, Residential",1989,2,3,7853.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,175000.0,15237,2021/12/1,230200.0,20.66666667,"Single Family Residence, Residential",1954,2,3,10184.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,228000.0
11617439,11617473,15237,2021/12/1,245384.2857,13.38095238,"Single Family Residence, Residential",1949,2,3,0.47,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,214900.0,15237,2021/12/1,271171.8519,16.94814815,"Single Family Residence, Residential",1957,3,3,0.55,Acres,Natural Gas,"Central Air, Electric",unknown,265000.0
11617460,11618514,15237,2021/12/1,315159.2593,17.98518519,"Single Family Residence, Residential",1955,3,4,0.56,Acres,Natural Gas,Central Air,unknown,290017.0,15237,2021/12/1,350459.2593,13.25925926,"Single Family Residence, Residential",1957,3,4,0.56,Acres,Natural Gas,Central Air,unknown,354000.0
11617473,11617869,15237,2021/12/1,271171.8519,16.94814815,"Single Family Residence, Residential",1957,3,3,0.55,Acres,Natural Gas,"Central Air, Electric",unknown,265000.0,15237,2021/12/1,298148.8889,16.96296296,"Single Family Residence, Residential",1973,2,4,7875.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,335000.0
11617869,11618071,15237,2021/12/1,298148.8889,16.96296296,"Single Family Residence, Residential",1973,2,4,7875.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,335000.0,15237,2021/12/1,283229.6296,15.77777778,"Single Family Residence, Residential",1947,2,3,0.34,Acres,Natural Gas,Central Air,unknown,232500.0
11485019,11558456,15237,2021/2/1,251520.5385,14.0,"Single Family Residence, Residential",1950,2,3,0.27,Acres,"Forced Air, Natural Gas",Central Air,unknown,190000.0,15237,2021/2/1,240112.1429,17.85714286,"Single Family Residence, Residential",1925,2,3,0.82,Acres,"Forced Air, Natural Gas",Central Air,unknown,275000.0
11485019,11590749,15237,2021/2/1,251520.5385,14.0,"Single Family Residence, Residential",1950,2,3,0.27,Acres,"Forced Air, Natural Gas",Central Air,unknown,190000.0,15237,2021/2/1,243159.3636,13.63636364,"Single Family Residence, Residential",1945,2,3,0.31,Acres,"Forced Air, Natural Gas",Central Air,unknown,235000.0
11442538,11484137,15237,2021/3/1,246564.0,21.16666667,"Single Family Residence, Residential",1944,2,4,4356.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,15237,2021/3/1,275936.4545,15.36363636,"Single Family Residence, Residential",1964,3,2,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,305000.0
11442538,11559517,15237,2021/3/1,246564.0,21.16666667,"Single Family Residence, Residential",1944,2,4,4356.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,15237,2021/3/1,286786.0,13.0,"Single Family Residence, Residential",1970,3,3,0.45,Acres,"Forced Air, Natural Gas",Central Air,unknown,270000.0
11442538,11618042,15237,2021/3/1,246564.0,21.16666667,"Single Family Residence, Residential",1944,2,4,4356.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,15237,2021/3/1,262237.0769,15.46153846,"Single Family Residence, Residential",1955,3,3,0.34,Acres,"Natural Gas, Baseboard",Window A/C,unknown,270000.0
11442538,11618274,15237,2021/3/1,246564.0,21.16666667,"Single Family Residence, Residential",1944,2,4,4356.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,15237,2021/3/1,279657.5,13.5,"Single Family Residence, Residential",1960,2,3,10497.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,310000.0
11442538,11618482,15237,2021/3/1,246564.0,21.16666667,"Single Family Residence, Residential",1944,2,4,4356.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,15237,2021/3/1,250173.2308,15.0,"Single Family Residence, Residential",1953,2,3,10328.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,300000.0
11442538,11643030,15237,2021/3/1,246564.0,21.16666667,"Single Family Residence, Residential",1944,2,4,4356.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,15237,2021/3/1,266585.3,15.7,"Single Family Residence, Residential",1950,2,3,0.49,Acres,"Forced Air, Natural Gas",Central Air,unknown,276000.0
11442538,11643443,15237,2021/3/1,246564.0,21.16666667,"Single Family Residence, Residential",1944,2,4,4356.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,15237,2021/3/1,221821.3077,16.92307692,"Single Family Residence, Residential",1940,1,3,0.3,Acres,"Forced Air, Natural Gas",Central Air,unknown,172300.0
11484137,11522277,15237,2021/3/1,275936.4545,15.36363636,"Single Family Residence, Residential",1964,3,2,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,305000.0,15237,2021/3/1,256257.9231,11.84615385,"Single Family Residence, Residential",1963,3,3,0.44,Acres,Natural Gas,Central Air,unknown,242400.0
11484137,11557889,15237,2021/3/1,275936.4545,15.36363636,"Single Family Residence, Residential",1964,3,2,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,305000.0,15237,2021/3/1,239381.0,19.0,"Single Family Residence, Residential",1960,2,3,0.35,Acres,"Forced Air, Natural Gas",Central Air,unknown,240000.0
11484137,11618235,15237,2021/3/1,275936.4545,15.36363636,"Single Family Residence, Residential",1964,3,2,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,305000.0,15237,2021/3/1,241301.5,13.0,"Single Family Residence, Residential",1954,2,3,10497.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,248000.0
11484137,11618373,15237,2021/3/1,275936.4545,15.36363636,"Single Family Residence, Residential",1964,3,2,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,305000.0,15237,2021/3/1,241787.9333,13.66666667,"Single Family Residence, Residential",1952,1,3,10123.0,sqft,Natural Gas,Central Air,unknown,245000.0
11522277,11618274,15237,2021/3/1,256257.9231,11.84615385,"Single Family Residence, Residential",1963,3,3,0.44,Acres,Natural Gas,Central Air,unknown,242400.0,15237,2021/3/1,279657.5,13.5,"Single Family Residence, Residential",1960,2,3,10497.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,310000.0
11522277,11618482,15237,2021/3/1,256257.9231,11.84615385,"Single Family Residence, Residential",1963,3,3,0.44,Acres,Natural Gas,Central Air,unknown,242400.0,15237,2021/3/1,250173.2308,15.0,"Single Family Residence, Residential",1953,2,3,10328.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,300000.0
11617130,11617453,15237,2021/3/1,308325.6154,14.15384615,"Single Family Residence, Residential",1972,3,4,0.86,Acres,"Forced Air, Natural Gas",Central Air,unknown,321000.0,15237,2021/3/1,281034.0,12.27272727,"Single Family Residence, Residential",1985,3,3,0.4,Acres,Natural Gas,Central Air,unknown,264900.0
11618235,11618482,15237,2021/3/1,241301.5,13.0,"Single Family Residence, Residential",1954,2,3,10497.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,248000.0,15237,2021/3/1,250173.2308,15.0,"Single Family Residence, Residential",1953,2,3,10328.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,300000.0
11618373,11643443,15237,2021/3/1,241787.9333,13.66666667,"Single Family Residence, Residential",1952,1,3,10123.0,sqft,Natural Gas,Central Air,unknown,245000.0,15237,2021/3/1,221821.3077,16.92307692,"Single Family Residence, Residential",1940,1,3,0.3,Acres,"Forced Air, Natural Gas",Central Air,unknown,172300.0
11441995,11522615,15237,2021/4/1,285645.5,21.66666667,"Single Family Residence, Residential",1950,2,3,0.33,Acres,"Forced Air, Natural Gas",Central Air,unknown,294000.0,15237,2021/4/1,271911.1538,15.0,"Single Family Residence, Residential",1973,4,4,0.43,Acres,"Hot Water, Natural Gas",Central Air,unknown,370500.0
11441995,11590716,15237,2021/4/1,285645.5,21.66666667,"Single Family Residence, Residential",1950,2,3,0.33,Acres,"Forced Air, Natural Gas",Central Air,unknown,294000.0,15237,2021/4/1,243204.4,11.4,"Single Family Residence, Residential",1948,2,3,0.32,Acres,"Forced Air, Natural Gas",Central Air,unknown,234000.0
11441995,123270828,15237,2021/4/1,285645.5,21.66666667,"Single Family Residence, Residential",1950,2,3,0.33,Acres,"Forced Air, Natural Gas",Central Air,unknown,294000.0,15237,2021/4/1,324043.1429,14.85714286,Townhouse,2015,3,3,2469.0,sqft,"Other, Forced air",Central,unknown,372500.0
11442169,11522615,15237,2021/4/1,249390.6667,14.66666667,"Single Family Residence, Residential",1968,2,3,0.42,Acres,"Forced Air, Natural Gas",Central Air,unknown,268500.0,15237,2021/4/1,271911.1538,15.0,"Single Family Residence, Residential",1973,4,4,0.43,Acres,"Hot Water, Natural Gas",Central Air,unknown,370500.0
11481572,11484081,15237,2021/4/1,236479.0,22.8,"Single Family Residence, Residential",1941,2,3,3.86,Acres,"Forced Air, Natural Gas",Central Air,unknown,303000.0,15237,2021/4/1,209094.7778,16.22222222,"Single Family Residence, Residential",1950,1,3,8886.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,170000.0
11481572,11522615,15237,2021/4/1,236479.0,22.8,"Single Family Residence, Residential",1941,2,3,3.86,Acres,"Forced Air, Natural Gas",Central Air,unknown,303000.0,15237,2021/4/1,271911.1538,15.0,"Single Family Residence, Residential",1973,4,4,0.43,Acres,"Hot Water, Natural Gas",Central Air,unknown,370500.0
